T,TM,Tm,H,PP,VV,V,VM,PM2.5
30.2,37,25,34,0,4.7,8.7,18.3,159.43975
30,38,23,31,0,4.7,8.1,14.8,159.43975
30,38,23,31,0,4.7,8.1,14.8,159.43975
31.1,39,22,34,0,4.5,6.3,14.8,159.43975
31.1,39,22,34,0,4.5,6.3,14.8,159.43975
32.8,42,24,27,0,4.3,5.9,18.3,159.43975
32.8,42,24,27,0,4.3,5.9,18.3,159.43975
33.2,42,25.7,29,0,4.7,8.1,13,159.43975
33.2,42,25.7,29,0,4.7,8.1,13,159.43975
33.9,42,25.7,32,0,4.7,10,14.8,159.43975
33.9,42,25.7,32,0,4.7,10,14.8,159.43975
33.1,41,25.9,36,0,4.7,7.2,16.5,159.43975
33.1,41,25.9,36,0,4.7,7.2,16.5,159.43975
33,41,25.2,30,0,4.8,7.2,14.8,159.43975
33,41,25.2,30,0,4.8,7.2,14.8,159.43975
32.4,41,24.6,31,0,4.7,11.5,20.6,159.43975
32.4,41,24.6,31,0,4.7,11.5,20.6,159.43975
32.5,39,26,40,0,4.3,9.8,16.5,159.43975
32.5,39,26,40,0,4.3,9.8,16.5,159.43975
31.6,38,26.7,39,0,4.3,5.4,11.1,159.43975
31.6,38,26.7,39,0,4.3,5.4,11.1,159.43975
33.7,42,24.5,25,0,4.5,7.8,14.8,159.43975
33.7,42,24.5,25,0,4.5,7.8,14.8,159.43975
32.64,40.2,25.4,33,0,4.52,8.34,15.56,159.43975
32.64,40.2,25.4,33,0,4.52,8.34,15.56,159.43975
32.64,40.2,25.4,33,0,4.52,8.34,15.56,159.43975
32.64,40.2,25.4,33,0,4.52,8.34,15.56,159.43975
35.26666667,43.33333333,27.4,37.66666667,0,4.6,9.683333333,18.1,159.43975
35.26666667,43.33333333,27.4,37.66666667,0,4.6,9.683333333,18.1,159.43975
35.2,44,27.7,34,0,4.7,8.9,18.3,159.43975
35.2,44,27.7,34,0,4.7,8.9,18.3,159.43975
34.9,43,27.5,36,0,4.5,10,20.6,159.43975
34.9,43,27.5,36,0,4.5,10,20.6,159.43975
35.2,44,24.6,33,0,4.5,8,14.8,159.43975
35.2,44,24.6,33,0,4.5,8,14.8,159.43975
34.9,42,28.1,42,0,4.5,9.8,18.3,159.43975
34.9,42,28.1,42,0,4.5,9.8,18.3,32.84036364
35.8,44,28,39,0,4.7,10.7,18.3,32.84036364
35.8,44,28,39,0,4.7,10.7,18.3,32.84036364
35.6,43,28.5,42,0,4.7,10.7,18.3,32.84036364
35.6,43,28.5,42,0,4.7,10.7,18.3,32.84036364
37.9,46,29.6,28,0,4.5,11.3,20.6,32.84036364
37.9,46,29.6,28,0,4.5,11.3,20.6,32.84036364
37.4,46,27.7,29,0,4.8,11.1,22.2,32.84036364
37.4,46,27.7,29,0,4.8,11.1,22.2,32.84036364
37.1,46,28.4,31,0,4.8,11.5,18.3,32.84036364
37.1,46,28.4,31,0,4.8,11.5,18.3,32.84036364
38.2,50,30.1,33,0,4.5,10.6,22.2,32.84036364
38.2,50,30.1,33,0,4.5,10.6,22.2,32.84036364
36.4,47,30,44,0,4.7,15.6,31.3,32.84036364
36.4,47,30,44,0,4.7,15.6,31.3,32.84036364
36.3,45,28.8,43,0,4.7,18.9,27.8,32.84036364
36.3,45,28.8,43,0,4.7,18.9,27.8,32.84036364
35,43,29.7,51,0,4.5,18.7,27.8,32.84036364
35,43,29.7,51,0,4.5,18.7,27.8,32.84036364
34.7,42,29.5,52,0,4.8,15.9,27.8,31.901
34.7,42,29.5,52,0,4.8,15.9,27.8,31.901
35.1,42,29.5,50,0,4.8,16.3,25.9,31.901
35.1,42,29.5,50,0,4.8,16.3,25.9,31.901
35.6,43,29.1,47,0,4.8,15,24.1,33.91333333
35.6,43,29.1,47,0,4.8,15,24.1,33.91333333
34.5,41,28.6,50,0,4.5,13.7,18.3,33.91333333
34.5,41,28.6,50,0,4.5,13.7,18.3,33.02
35.7,43,28.9,46,0,4.7,12,18.3,27.29
35.7,43,28.9,46,0,4.7,12,18.3,41.43
36.6,44,28.8,38,0,4.7,9.4,18.3,30.16
36.6,44,28.8,38,0,4.7,9.4,18.3,29.42
36.2,45,28.4,39,0,4.7,15.2,22.2,20.87
36.2,45,28.4,39,0,4.7,15.2,22.2,35.08
35.4,45,28,48,0,4.8,14.6,27.8,40.23
35.4,45,28,48,0,4.8,14.6,27.8,54.25
35.5,43,29.2,49,0,4.8,15.4,22.2,49.04
35.5,43,29.2,49,0,4.8,15.4,22.2,35.87
35.3,42,29.4,48,0,5,17.8,27.8,46.3
35.3,42,29.4,48,0,5,17.8,27.8,39.15
34.8,41,29.4,49,0,4.7,20,25.9,45.3
34.8,41,29.4,49,0,4.7,20,25.9,43.61
34.2,42,29.2,48,0,4.2,21.9,29.4,36.916
34.2,42,29.2,48,0,4.2,21.9,29.4,34.89
32.2,34,28.7,57,0,4.2,12.4,18.3,38.13
32.2,34,28.7,57,0,4.2,12.4,18.3,36.47
34.4,39.6,29.3,53,0,4.5,10.7,18.3,40.9
34.4,39.6,29.3,53,0,4.5,10.7,18.3,34.19
34.2,39,29.6,53,0,4.7,9.3,18.3,32.92
34.2,39,29.6,53,0,4.7,9.3,18.3,41.39
32.4,38,28.4,63,0,5,10.2,22.2,31.71
32.4,38,28.4,63,0,5,10.2,22.2,33.48
31.7,37,27,64,0,5,12.8,18.3,30.8
31.7,37,27,64,0,5,12.8,18.3,30.47
32.6,38,28,61,0,4.5,12.2,24.1,34.64
32.6,38,28,61,0,4.5,12.2,24.1,43.71
31.3,37,27.7,70,0,4.3,12.6,24.1,46.52
31.3,37,27.7,70,0,4.3,12.6,24.1,36.54
31.4,35,27.7,70,0,4.3,11.9,18.3,36.87
31.4,35,27.7,70,0,4.3,11.9,18.3,46.19
31.9,38,27.8,70,0,4.2,12.6,22.2,48.44
31.9,38,27.8,70,0,4.2,12.6,22.2,40.18
32.3,36,27.6,59,0,4.3,15,20.6,33.5
32.3,36,27.6,59,0,4.3,15,20.6,29.36
32.3,36,28,60,0,4.5,14.6,22.2,44.59
32.3,36,28,60,0,4.5,14.6,22.2,50.65
30.4,34,26.8,71,0.76,3.9,11.1,20.6,33.93
30.4,34,26.8,71,0.76,3.9,11.1,20.6,45.884
27.3,29,25.2,89,0.76,3.4,6.9,13,43.9
27.3,29,25.2,89,0.76,3.4,6.9,13,93.34
29.2,34,25.1,80,0.76,3.9,10.4,18.3,38.06
29.2,34,25.1,80,0.76,3.9,10.4,18.3,20.19
30.1,34,25.7,73,0,4.3,12,18.3,10.45
30.1,34,25.7,73,0,4.3,12,18.3,29.87
28.2,31,26,81,0,4.5,12.8,18.3,60.18
28.2,31,26,81,0,4.5,12.8,18.3,85.1
29.9,33,25.8,74,0,4.5,10,20.6,55.55
29.9,33,25.8,74,0,4.5,10,20.6,170.22
29.9,33,26.1,72,0,4.3,9.8,16.5,35.05
29.9,33,26.1,72,0,4.3,9.8,16.5,37.68
29.7,32,26.9,77,0,4.2,5.9,14.8,32.78
29.7,32,26.9,77,0,4.2,5.9,14.8,53.5
30.4,34,27,72,0,4.5,8,14.8,48.24
30.4,34,27,72,0,4.5,8,14.8,63.27
27.7,30,26,85,0,3.5,6.9,14.8,40.43
27.7,30,26,85,0,3.5,6.9,14.8,31.15
28.6,32,26,82,0,4.2,10,18.3,33.76
28.6,32,26,82,0,4.2,10,18.3,35.95
29.9,33,26.1,75,0,4.2,11.7,18.3,58.07
29.9,33,26.1,75,0,4.2,11.7,18.3,46.04
29,31.2,26.5,82,0,3.2,9.8,14.8,52.27
29,31.2,26.5,82,0,3.2,9.8,14.8,46.68
27.6,30,26,88,0,2.9,6.7,14.8,44.59
27.6,30,26,88,0,2.9,6.7,14.8,30.81
27.3,29.7,25,85,0,3.7,11.1,22.2,47.67
27.3,29.7,25,85,0,3.7,11.1,22.2,35.69
27.2,29,24.1,90,0,2.7,10,14.8,36.44
27.2,29,24.1,90,0,2.7,10,14.8,33.83
26.9,28,24.6,93,0,3.4,11.9,16.5,34.23
26.9,28,24.6,93,0,3.4,11.9,16.5,52.15
29.4,32,25.4,74,0,4.5,9.6,20.6,35.99
29.4,32,25.4,74,0,4.5,9.6,20.6,37.93
29.8,33.2,26,70,0,4.5,11.9,16.5,31.94
29.8,33.2,26,70,0,4.5,11.9,16.5,18.04
29.3,33.5,25.1,71,0,4.3,13.5,20.6,27.9
29.3,33.5,25.1,71,0,4.3,13.5,20.6,36.51
28.6,32,25.4,74,0,4.2,9.4,16.5,55.71
28.6,32,25.4,74,0,4.2,9.4,16.5,57.01
27.7,29.2,26,80,0,3.4,10.6,16.5,53.94
27.7,29.2,26,80,0,3.4,10.6,16.5,49.34
27.5,29,25.4,85,0,3.4,10,18.3,48.5
27.5,29,25.4,85,0,3.4,10,18.3,48.5
26.8,29.5,24.1,93,0,3.7,8,14.8,48.5
26.8,29.5,24.1,93,0,3.7,8,14.8,42.22
28.2,31,25.3,88,0,3.5,5.4,13,39.43
28.2,31,25.3,88,0,3.5,5.4,13,42.33
29.4,33,25.7,82,0,4,3.9,13,26.75
29.4,33,25.7,82,0,4,3.9,13,34.16
28.6,32,25.9,84,2.075,4,8.5,14.8,30.07
28.6,32,25.9,84,2.075,4,8.5,14.8,25.54
28.1,32.4,25.1,84,0.51,4.3,7.6,16.5,38.47
28.1,32.4,25.1,84,0.51,4.3,7.6,16.5,42.55
28.4,32.4,24.4,78,11.94,4.5,7.2,18.3,38.1
28.4,32.4,24.4,78,11.94,4.5,7.2,18.3,27.22
28.8,32.5,24.6,73,0,4.8,11.3,18.3,41.81
28.8,32.5,24.6,73,0,4.8,11.3,18.3,75.03
28.9,32.5,24.5,73,0,4.5,6.9,16.5,80.5
28.9,32.5,24.5,73,0,4.5,6.9,16.5,30.48
29.1,32.2,24.9,70,0,4.3,8.3,16.5,75.06
29.1,32.2,24.9,70,0,4.3,8.3,16.5,85.36
29.4,33,24.8,68,0,4.3,6.5,14.8,124.97
29.4,33,24.8,68,0,4.3,6.5,14.8,86.63
30.1,34.5,25.6,67,0,5,2.2,9.4,70.34
30.1,34.5,25.6,67,0,5,2.2,9.4,50.49
31.2,35.5,25.4,64,0,4.7,3,11.1,42.25
31.2,35.5,25.4,64,0,4.7,3,11.1,48.23
31,37,26,68,0,4.5,4.8,13,138.94
31,37,26,68,0,4.5,4.8,13,155.68
28.8,32,23,79,0,4.3,6.1,14.8,120.35
28.8,32,23,79,0,4.3,6.1,14.8,140.81
29.9,33,25,70,0,5,7.4,16.5,87.09
29.9,33,25,70,0,5,7.4,16.5,83.57
30.3,34,25,69,0,4.8,4.8,13,75.41
30.3,34,25,69,0,4.8,4.8,13,106.86
30.1,34,25.4,69,0,5.1,8.9,14.8,96.53
30.1,34,25.4,69,0,5.1,8.9,14.8,76.96
29.8,34,24.7,68,0,4.7,8.9,14.8,73.05
29.8,34,24.7,68,0,4.7,8.9,14.8,72.52
29.9,34,24.8,66,0,5,9.3,14.8,109.22
29.9,34,24.8,66,0,5,9.3,14.8,122.63
28,30,24.7,78,0,4,7.2,18.3,214.36
28,30,24.7,78,0,4,7.2,18.3,381.69
29.4,33.5,23.6,76,0,4.2,3.1,11.1,182.59
29.4,33.5,23.6,76,0,4.2,3.1,11.1,271.85
28.6,34,25.2,82,0,3.4,1.7,14.8,230.76
28.6,34,25.2,82,0,3.4,1.7,14.8,203.3
28.9,33,25.5,82,0,3.1,0,3.5,152.03
28.9,33,25.5,82,0,3.1,0,3.5,176.02
29.3,33,24.6,82,0,3.1,3,9.4,164.025
29.3,33,24.6,82,0,3.1,3,9.4,164.025
29.6,34,25.4,78,0,3.4,4.1,9.4,164.025
29.6,34,25.4,78,0,3.4,4.1,9.4,164.025
27.8,33,22.9,70,0,4,2,11.1,164.025
27.8,33,22.9,70,0,4,2,11.1,164.025
28.6,34.6,22,66,0,4.5,0.7,7.6,164.025
28.6,34.6,22,66,0,4.5,0.7,7.6,164.025
28.9,35,22.6,58,0,4.5,1.1,7.6,164.025
28.9,35,22.6,58,0,4.5,1.1,7.6,164.025
27.6,34.5,20,46,0,4.5,2.8,9.4,164.025
27.6,34.5,20,46,0,4.5,2.8,9.4,164.025
26.9,34,20.1,54,0,4.3,2.6,11.1,164.025
26.9,34,20.1,54,0,4.3,2.6,11.1,164.025
27.5,33.6,21,61,0,4.5,1.5,9.4,164.025
27.5,33.6,21,61,0,4.5,1.5,9.4,164.025
27.3,33,20.9,61,0,4.5,2.2,7.6,169.3255
27.3,33,20.9,61,0,4.5,2.2,7.6,169.3255
26.9,33,19.7,59,0,4,2.2,11.1,169.3255
26.9,33,19.7,59,0,4,2.2,11.1,169.3255
27.5,36,19.6,50,0,4.3,1.9,11.1,169.3255
27.5,36,19.6,50,0,4.3,1.9,11.1,169.3255
25.3,33,18,45,0,4.2,4.1,11.1,169.3255
25.3,33,18,45,0,4.2,4.1,11.1,169.3255
25,33.5,17,45,0,3.9,3.3,11.1,169.3255
25,33.5,17,45,0,3.9,3.3,11.1,169.3255
24.8,33,16.4,49,0,3.5,1.7,11.1,169.3255
24.8,33,16.4,49,0,3.5,1.7,11.1,169.3255
25.2,33,17.2,46,0,4.2,4.3,14.8,169.3255
25.2,33,17.2,46,0,4.2,4.3,14.8,169.3255
24.6,33.7,16.2,50,0,3.2,1.5,7.6,169.3255
24.6,33.7,16.2,50,0,3.2,1.5,7.6,169.3255
23.8,32.7,14.6,49,0,4,2.2,3.5,169.3255
23.8,32.7,14.6,49,0,4,2.2,3.5,169.3255
23.2,33.5,14.4,52,0,3.9,2.2,3.5,169.3255
23.2,33.5,14.4,52,0,3.9,2.2,3.5,169.3255
23.4,32.75,14.8,49,0,3.95,2.3,7.3,169.3255
23.4,32.75,14.8,49,0,3.95,2.3,7.3,169.3255
23.6,32,15.2,46,0,4,2.4,11.1,169.3255
23.6,32,15.2,46,0,4,2.4,11.1,169.3255
23.3,32.2,14.5,47,0,4.3,2.4,13,169.3255
23.3,32.2,14.5,47,0,4.3,2.4,13,169.3255
23.7,32,15.2,44,0,4.3,4.1,13,169.3255
23.7,32,15.2,44,0,4.3,4.1,13,169.3255
23.5,33.2,13.7,49,0,3.9,1.5,5.4,169.3255
23.5,33.2,13.7,49,0,3.9,1.5,5.4,169.3255
23.4,33,14.4,50,0,4.2,1.7,7.6,169.3255
23.4,33,14.4,50,0,4.2,1.7,7.6,169.3255
23.8,34,14,50,0,3.9,1.5,7.6,169.3255
23.8,34,14,50,0,3.9,1.5,7.6,169.3255
23.7,33,13.7,48,0,4.3,2.6,11.1,169.3255
23.7,33,13.7,48,0,4.3,2.6,11.1,169.3255
23.4,33.2,14.6,47,0,4.2,3.7,13,169.3255
23.4,33.2,14.6,47,0,4.2,3.7,13,169.3255
22.9,33.5,14.2,51,0,4.3,1.9,11.1,169.3255
22.9,33.5,14.2,51,0,4.3,1.9,11.1,169.3255
23.1,32.6,13.6,55,0,4.2,0,5.4,169.3255
23.1,32.6,13.6,55,0,4.2,0,5.4,169.3255
24.1,32,16.7,47,0,4.2,4.1,14.8,169.3255
24.1,32,16.7,47,0,4.2,4.1,14.8,169.3255
23,31,16.4,48,0,3.9,5.9,18.3,169.3255
23,31,16.4,48,0,3.9,5.9,18.3,169.3255
23.7,32,14.4,44,0,4.2,3.5,11.1,169.3255
23.7,32,14.4,44,0,4.2,3.5,11.1,169.3255
21.9,32,13.4,52,0,4.2,2.2,9.4,169.3255
21.9,32,13.4,52,0,4.2,2.2,9.4,169.3255
22.6,33,11.6,50,0,3.7,0.2,5.4,169.3255
22.6,33,11.6,50,0,3.7,0.2,5.4,169.3255
21.9,31,13.1,51,0,4,1.7,11.1,169.3255
21.9,31,13.1,51,0,4,1.7,11.1,169.3255
23,31.5,14.9,46,0,4.3,5,11.1,169.3255
23,31.5,14.9,46,0,4.3,5,11.1,169.3255
22.8,31,15,45,0,4.2,3.3,9.4,169.3255
22.8,31,15,45,0,4.2,3.3,9.4,169.3255
21.7,29,14.2,56,0,4,2.6,9.4,169.3255
21.7,29,14.2,56,0,4,2.6,9.4,169.3255
21.4,29,13.4,53,0,4.3,3.7,14.8,169.3255
21.4,29,13.4,53,0,4.3,3.7,14.8,169.3255
21.9,30,14.2,49,0,4.2,5.7,16.5,169.3255
21.9,30,14.2,49,0,4.2,5.7,16.5,169.3255
21.4,30,14,40,0,4.2,4.3,11.1,169.3255
21.4,30,14,40,0,4.2,4.3,11.1,169.3255
20.2,27,14.2,40,0,4.2,6.3,20.6,169.3255
20.2,27,14.2,40,0,4.2,6.3,20.6,169.3255
21,28.2,12.4,48,0,3.5,7.8,14.8,169.3255
21,28.2,12.4,48,0,3.5,7.8,14.8,169.3255
20.6,27.6,13.3,44,0,3.85,7.05,17.7,169.3255
20.6,27.6,13.3,44,0,3.85,7.05,17.7,169.3255
21.5,30,12.4,53,0,4,1.7,7.6,169.3255
21.5,30,12.4,53,0,4,1.7,7.6,169.3255
21.6,29,14,49,0,4,4.8,14.8,169.3255
21.6,29,14,49,0,4,4.8,14.8,169.3255
20.8,28,14.8,53,0,4.2,5.4,13,169.3255
20.8,28,14.8,53,0,4.2,5.4,13,169.3255
22.3,28.2,16.4,67,0,3.5,3.5,13,169.3255
22.3,28.2,16.4,67,0,3.5,3.5,13,169.3255
19.8,27.2,14,59,0,3.7,2.8,13,169.3255
19.8,27.2,14,59,0,3.7,2.8,13,169.3255
19.2,26,10.7,60,0,3.7,2.4,11.1,169.3255
19.2,26,10.7,60,0,3.7,2.4,11.1,169.3255
17.4,24,11.1,35,0,4.5,10.7,18.3,169.3255
17.4,24,11.1,35,0,4.5,10.7,18.3,169.3255
18.7,26,12.2,40,0,4.3,8.5,16.5,169.3255
18.7,26,12.2,40,0,4.3,8.5,16.5,169.3255
20.7,30,13.6,48,0,4.2,3.3,11.1,169.3255
20.7,30,13.6,48,0,4.2,3.3,11.1,169.3255
20.3,26,13.5,48,0,3.7,12.8,22.2,169.3255
20.3,26,13.5,48,0,3.7,12.8,22.2,169.3255
21.4,26,17,45,0,3.9,12,20.6,169.3255
21.4,26,17,45,0,3.9,12,20.6,169.3255
21.3,29,16.2,56,0,4.2,4.6,13,169.3255
21.3,29,16.2,56,0,4.2,4.6,13,169.3255
25.4,34,17.9,47,0,3.5,3.3,14.8,169.3255
25.4,34,17.9,47,0,3.5,3.3,14.8,169.3255
21.8,28,15,55,0,3.7,6.5,13,169.3255
21.8,28,15,55,0,3.7,6.5,13,169.3255
19.2,26,13,52,0,4,5.9,20.6,169.3255
19.2,26,13,52,0,4,5.9,20.6,169.3255
21.7,30,11.5,45,0,4.7,2.4,9.4,169.3255
21.7,30,11.5,45,0,4.7,2.4,9.4,169.3255
21.4,31,11.6,48,0,4,2.8,11.1,169.3255
21.4,31,11.6,48,0,4,2.8,11.1,169.3255
23.9,32,13.2,45,0,4.2,5.9,16.5,169.3255
23.9,32,13.2,45,0,4.2,5.9,16.5,169.3255
24.8,34,18.3,47,0,4,4.4,11.1,169.3255
24.8,34,18.3,47,0,4,4.4,11.1,169.3255
20.4,29,9.6,38,0,4.8,4.8,16.5,169.3255
20.4,29,9.6,38,0,4.8,4.8,16.5,169.3255
21.4,30,10.2,33,0,4.3,5,14.8,169.3255
21.4,30,10.2,33,0,4.3,5,14.8,169.3255
20.2,28,10.6,32,0,4.2,6.1,18.3,169.3255
20.2,28,10.6,32,0,4.2,6.1,18.3,169.3255
24.2,30,16.3,49,0,4,11.9,18.3,169.3255
24.2,30,16.3,49,0,4,11.9,18.3,169.3255
26.2,33,19.1,47,0,4.2,10.2,24.1,169.3255
26.2,33,19.1,47,0,4.2,10.2,24.1,169.3255
27.7,34,21.2,47,0,4.2,6.9,14.8,169.3255
27.7,34,21.2,47,0,4.2,6.9,14.8,169.3255
28.4,37,17.8,36,0,4.3,3.3,9.4,169.3255
28.4,37,17.8,36,0,4.3,3.3,9.4,169.3255
27.4,34,19.2,40,0,4.7,12,20.6,169.3255
27.4,34,19.2,40,0,4.7,12,20.6,169.3255
24.1,30,17.4,47,0,4.3,9.8,14.8,169.3255
24.1,30,17.4,47,0,4.3,9.8,14.8,169.3255
26.2,35,15.5,26,0,4.5,4.4,13,169.3255
26.2,35,15.5,26,0,4.5,4.4,13,169.3255
26.9,36,15.6,30,0,5,3.9,14.8,169.3255
26.9,36,15.6,30,0,5,3.9,14.8,169.3255
27.6,38,17,31,0,4.7,2.6,9.4,169.3255
27.6,38,17,31,0,4.7,2.6,9.4,169.3255
27.2,36,17.4,34,0,4.2,2.6,9.4,169.3255
27.2,36,17.4,34,0,4.2,2.6,9.4,169.3255
26.6,34,18.7,29,0,5,6.9,16.5,169.3255
26.6,34,18.7,29,0,5,6.9,16.5,169.3255
26.2,34,16.7,31,0,4.3,3.7,13,169.3255
26.2,34,16.7,31,0,4.3,3.7,13,169.3255
27.4,35,17,30,0,4.3,5.4,14.8,169.3255
27.4,35,17,30,0,4.3,5.4,14.8,169.3255
28.3,34,21.2,31,0,4.7,9.6,18.3,169.3255
28.3,34,21.2,31,0,4.7,9.6,18.3,169.3255
26.8,33,20.3,45,0,4.5,11.5,20.6,169.3255
26.8,33,20.3,45,0,4.5,11.5,20.6,169.3255
23.5,33,12.8,22,0,5,4.4,14.8,169.3255
23.5,33,12.8,22,0,5,4.4,14.8,169.3255
25.9,34,14,17,0,4.7,8.7,18.3,169.3255
25.9,34,14,17,0,4.7,8.7,18.3,169.3255
27.1,35,19,21,0,4.5,6.3,16.5,169.3255
27.1,35,19,21,0,4.5,6.3,16.5,169.3255
28.4,35,21,40,0,4.5,5.7,16.5,169.3255
28.4,35,21,40,0,4.5,5.7,16.5,169.3255
28.3,36,21,37,0,4.5,4.8,13,169.3255
28.3,36,21,37,0,4.5,4.8,13,169.3255
29.6,38,20.2,30,0,4.5,2,9.4,169.3255
29.6,38,20.2,30,0,4.5,2,9.4,169.3255
30.5,39,22.7,31,0,5,4.8,18.3,169.3255
30.5,39,22.7,31,0,5,4.8,18.3,169.3255
33.3,41,20.6,27,0,4.5,4.4,11.1,169.3255
33.3,41,20.6,27,0,4.5,4.4,11.1,169.3255
34.7,43,24.7,26,0,4.5,4.6,14.8,169.3255
34.7,43,24.7,26,0,4.5,4.6,14.8,169.3255
32.4,40,23,26,0,5,6.9,13,169.3255
32.4,40,23,26,0,5,6.9,13,169.3255
32.5,40,24,30,0,5.3,9.3,14.8,169.3255
32.5,40,24,30,0,5.3,9.3,14.8,169.3255
31.6,39,22.4,36,0,4.7,8,22.2,169.3255
31.6,39,22.4,36,0,4.7,8,22.2,169.3255
31.9,39,23.2,44,0,4.7,10,20.6,169.3255
31.9,39,23.2,44,0,4.7,10,20.6,169.3255
27.8,35,20,24,0,4.8,5.6,13,169.3255
27.8,35,20,24,0,4.8,5.6,13,169.3255
29.2,38,16.2,16,0,4.3,5,13,169.3255
29.2,38,16.2,16,0,4.3,5,13,169.3255
31,39,17.7,13,0,4.7,8,16.5,169.3255
31,39,17.7,13,0,4.7,8,16.5,169.3255
30.1,38.5,16.95,14.5,0,4.5,6.5,14.75,169.3255
30.1,38.5,16.95,14.5,0,4.5,6.5,14.75,169.3255
34.9,44,24.3,17,0,4.7,5.2,16.5,169.3255
34.9,44,24.3,17,0,4.7,5.2,16.5,169.3255
34.5,43,21.6,17,0,5,8,16.5,169.3255
34.5,43,21.6,17,0,5,8,16.5,169.3255
34.7,43,23.6,16,0,4.7,9.8,20.6,169.3255
34.7,43,23.6,16,0,4.7,9.8,20.6,169.3255
32.9,41,24.7,46,0,4.5,13.3,22.2,169.3255
32.9,41,24.7,46,0,4.5,13.3,22.2,169.3255
31.7,39,25,53,0,4.5,13.9,20.6,169.3255
31.7,39,25,53,0,4.5,13.9,20.6,169.3255
31.6,38.5,25.4,51,0,4.5,14.4,22.2,169.3255
31.6,38.5,25.4,51,0,4.5,14.4,22.2,169.3255
31.9,38.2,24,35,0,4.5,9.4,16.5,169.3255
31.9,38.2,24,35,0,4.5,9.4,16.5,169.3255
33.3,41,22.2,26,0,4.7,7.4,14.8,169.3255
33.3,41,22.2,26,0,4.7,7.4,14.8,169.3255
33,39,25.1,39,0,4.7,10.9,22.2,169.3255
33,39,25.1,39,0,4.7,10.9,22.2,169.3255
34.3,41,25.7,35,0,4.7,7.8,13,169.3255
34.3,41,25.7,35,0,4.7,7.8,13,169.3255
35.1,42,27.2,29,0,4.5,7,14.8,169.3255
35.1,42,27.2,29,0,4.5,7,14.8,169.3255
35.6,42,27.7,29,0,4.8,9.1,14.8,169.3255
35.6,42,27.7,29,0,4.8,9.1,14.8,169.3255
35.2,43,26,32,0,5,11.5,24.1,169.3255
35.2,43,26,32,0,5,11.5,24.1,169.3255
35.6,43,25.2,28,0,4.7,9.1,20.6,169.3255
35.6,43,25.2,28,0,4.7,9.1,20.6,169.3255
35.1,42,25.2,30,0,4.5,9.4,22.2,169.3255
35.1,42,25.2,30,0,4.5,9.4,22.2,169.3255
38,44,29.8,24,0,4.8,9.4,18.3,169.3255
38,44,29.8,24,0,4.8,9.4,18.3,169.3255
36.2,43,29.6,29,0,4.7,10.6,18.3,169.3255
36.2,43,29.6,29,0,4.7,10.6,18.3,169.3255
34.7,43,27.7,40,0,5,13.3,24.1,169.3255
34.7,43,27.7,40,0,5,13.3,24.1,169.3255
35.4,44,27.2,34,0,4.7,15.2,24.1,169.3255
35.4,44,27.2,34,0,4.7,15.2,24.1,169.3255
34.4,42,26.7,40,0,4.8,15.2,24.1,169.3255
34.4,42,26.7,40,0,4.8,15.2,24.1,169.3255
32.6,40,24,44,0,4.3,13.3,31.7,169.3255
32.6,40,24,44,0,4.3,13.3,31.7,169.3255
36.3,43,29.7,44,0,4.8,11.9,22.2,169.3255
36.3,43,29.7,44,0,4.8,11.9,22.2,169.3255
35.6,43,29.2,45,0,4.7,12.8,20.6,169.3255
35.6,43,29.2,45,0,4.7,12.8,20.6,169.3255
34.6,42,28.2,53,0,5,13.3,22.2,169.3255
34.6,42,28.2,53,0,5,13.3,22.2,169.3255
34.2,40,29.7,54,0,4.8,16.1,22.2,169.3255
34.2,40,29.7,54,0,4.8,16.1,22.2,169.3255
35.2,40,28.2,52,0,4.5,10.2,20.6,169.3255
35.2,40,28.2,52,0,4.5,10.2,20.6,169.3255
36.9,42,30.2,44,0,4.7,8.3,18.3,169.3255
36.9,42,30.2,44,0,4.7,8.3,18.3,169.3255
36,42,30.6,48,0,4.5,12.6,31.3,169.3255
36,42,30.6,48,0,4.5,12.6,31.3,169.3255
34.1,40,28.6,52,0,4.8,14.8,18.3,169.3255
34.1,40,28.6,52,0,4.8,14.8,18.3,169.3255
33.7,40,28.7,53,0,4.7,12,18.3,169.3255
33.7,40,28.7,53,0,4.7,12,18.3,169.3255
32.2,39,26,59,0,4.3,11.3,24.1,169.3255
32.2,39,26,59,0,4.3,11.3,24.1,169.3255
34.4,41,27.5,54,0,4.7,7.2,22.2,169.3255
34.4,41,27.5,54,0,4.7,7.2,22.2,169.3255
34.8,40,28.9,52,0,5,10,18.3,169.3255
34.8,40,28.9,52,0,5,10,18.3,169.3255
34.6,40,28.8,52,0,4.7,11.3,22.2,169.3255
34.6,40,28.8,52,0,4.7,11.3,22.2,169.3255
34.3,40,28.3,51,0,4.5,18.7,31.7,169.3255
34.3,40,28.3,51,0,4.5,18.7,31.7,169.3255
34,39.2,28.8,53,0,4.7,19.8,29.4,169.3255
34,39.2,28.8,53,0,4.7,19.8,29.4,169.3255
33.8,39,27.8,54,0,4.3,17.2,25.9,169.3255
33.8,39,27.8,54,0,4.3,17.2,25.9,169.3255
31.2,38,25.5,68,0,4,5.6,29.4,169.3255
31.2,38,25.5,68,0,4,5.6,29.4,169.3255
30.3,35,24,73,0,3.9,6.7,18.3,169.3255
30.3,35,24,73,0,3.9,6.7,18.3,169.3255
